player_id,name,nationality,is_indian,is_overseas,is_batsman,is_bowler,is_allrounder,is_wicketkeeper,is_opener,is_finisher,is_anchor,is_aggressive_batter,bats_left,bats_right,bowls_fast,bowls_spin,bowls_medium,is_death_bowler,is_powerplay_bowler,is_economy_bowler,played_csk,played_mi,played_rcb,played_kkr,played_dc,played_srh,played_rr,played_pbks,played_gt,played_lsg,is_captain,won_ipl_title,has_orange_cap,has_purple_cap,is_international_star,is_early_era,is_mid_era,is_recent_era,is_match_winner,is_famous_for_sixes,is_death_specialist,is_consistent_performer
angelo-mathews,Angelo Mathews,Sri Lanka,0,1,0.7,0.5,0.6,0,0,0.6,0.4,0.5,0,1,0,0,1,0.4,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.4,0.4,0.6
nuwan-kulasekara,Nuwan Kulasekara,Sri Lanka,0,1,0.3,0.8,0.3,0,0,0.2,0,0.2,0,1,0,0,1,0.5,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.2,0.5,0.5
dinesh-chandimal,Dinesh Chandimal,Sri Lanka,0,1,0.7,0,0,1,0,0.5,0.3,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.3,0.2,0.5
lasith-embuldeniya,Lasith Embuldeniya,Sri Lanka,0,1,0,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0.3,0,0.4,0.4
dushmantha-chameera,Dushmantha Chameera,Sri Lanka,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.5,1,0.5,0,0.6,0.5
isuru-udana,Isuru Udana,Sri Lanka,0,1,0.4,0.7,0.4,0,0,0.4,0,0.5,1,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0.5,0.4,0.4,0.4,0.4
azam-khan,Azam Khan,Pakistan,0,1,0.5,0,0,1,0,0.5,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1,0.4,0.4,0.2,0.4
mitchell-starc,Mitchell Starc,Australia,0,1,0.2,1,0,0,0,0,0,0,1,0,1,0,0,1,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.7,0,0.7,0.7
josh-hazlewood,Josh Hazlewood,Australia,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.7,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,1,0.7,0,0.7,0.8
cameron-green,Cameron Green,Australia,0,1,0.7,0.7,0.7,0,1,0.5,0,0.7,0,1,1,0,0,0.5,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1,0.7,0.7,0.5,0.7
travis-head,Travis Head,Australia,0,1,0.9,0.3,0.2,0,1,0.3,0.3,0.9,1,0,0,0.5,0,0,0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,1,1,0.9,0.4,0.9
david-miller,David Miller,South Africa,0,1,0.7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9,0,1,1,1,1,0.8,0.9
mark-wood,Mark Wood,England,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.5,1,0.6,0,0.6,0.6
sam-curran,Sam Curran,England,0,1,0.5,0.7,0.6,0,0,0.6,0,0.6,1,0,1,0,0,1,0.4,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0,0.5,1,0.8,0.6,0.7,0.8
ben-stokes,Ben Stokes,England,0,1,0.8,0.7,0.9,0,0,0.8,0.2,0.8,1,0,1,0,0,1,0.3,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,1,0.8,0.6,1
jos-buttler,Jos Buttler,England,0,1,0.9,0,0,1,1,0.5,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.5,1
moeen-ali,Moeen Ali,England,0,1,0.7,0.7,0.7,0,0,0.6,0,0.7,1,0,0,1,0,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.8,0.7,0.5,0.8
jonny-bairstow,Jonny Bairstow,England,0,1,0.9,0,0,1,1,0.3,0.2,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,1,1,0.9,0.4,1
dawid-malan,Dawid Malan,England,0,1,0.8,0.2,0,0,0.5,0.3,0.6,0.4,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.5,1,0.5,0.3,0.2,0.6
sunil-narine,Sunil Narine,West Indies,0,1,0.5,1,0.7,0,1,0.5,0,0.5,1,0,0,1,0,0,0.5,0.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,1,0,1,1,1,0.8,0.5,1
shimron-hetmyer,Shimron Hetmyer,West Indies,0,1,0.8,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0,0.5,1,0.8,1,0.7,0.8
jason-holder,Jason Holder,West Indies,0,1,0.4,0.8,0.6,0,0,0.4,0,0.3,0,1,0,0,1,0.5,0.5,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.4,0.5,0.6
obed-mccoy,Obed McCoy,West Indies,0,1,0,0.8,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.3,1,0.5,0,0.5,0.4
alzarri-joseph,Alzarri Joseph,West Indies,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0,0.5,1,0.6,0,0.6,0.6
hayley-matthews,Hayley Matthews,Barbados,0,1,0.6,0.6,0.6,0,1,0.4,0,0.6,0,1,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0.4,0.4,0.4
rilee-rossouw,Rilee Rossouw,South Africa,0,1,0.8,0,0,0,0,0.8,0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6,0,0.5,1,0.7,0.9,0.4,0.7
aiden-markram,Aiden Markram,South Africa,0,1,0.8,0.4,0.4,0,0.5,0.4,0.4,0.7,0,1,0,1,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.8,0,0.5,1,0.8,0.7,0.4,0.9
quinton-de-kock,Quinton de Kock,South Africa,0,1,0.9,0,0,1,1,0.3,0.2,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.9,0,1,1,1,0.8,0.3,1
lutho-sipamla,Lutho Sipamla,South Africa,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0,0.5,0.4
arshad-iqbal,Arshad Iqbal,Pakistan,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1,0.3,0,0.5,0.3
dasun-shanaka,Dasun Shanaka,Sri Lanka,0,1,0.5,0.7,0.6,0,0,0.7,0,0.7,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,0.5,0.5,0.5
wanindu-hasaranga,Wanindu Hasaranga,Sri Lanka,0,1,0.5,0.9,0.6,0,0,0.5,0,0.5,0,1,0,1,0,0,0.5,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.8,0,0.5,1,0.8,0.5,0.6,0.8
chamika-karunaratne,Chamika Karunaratne,Sri Lanka,0,1,0.4,0.7,0.5,0,0,0.5,0,0.5,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0.4,0.5,0.4
pathum-nissanka,Pathum Nissanka,Sri Lanka,0,1,0.8,0,0,0,1,0.2,0.5,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,1,0.5,0.4,0.2,0.5
mohd-hafeez,Mohammad Hafeez,Pakistan,0,1,0.7,0.6,0.6,0,0.5,0.3,0.3,0.6,0,1,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0.5,0.3,0.6
shoaib-malik,Shoaib Malik,Pakistan,0,1,0.7,0.6,0.6,0,0,0.5,0.3,0.6,0,1,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0.5,0.3,0.6
gerald-coetzee,Gerald Coetzee,South Africa,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,1,0.5,0,0.6,0.5
mohit-sharma,Mohit Sharma,India,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5,0.7,0.8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0.5,0,1,1,0.5,0,0.6,0.6
jaydev-unadkat,Jaydev Unadkat,India,1,0,0.2,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0.8,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.5,0,1,1,0.5,0,0.5,0.5
rahul-chahar,Rahul Chahar,India,1,0,0.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.5,0,0.5,0.5
khaleel-ahmed,Khaleel Ahmed,India,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0,0.5,1,0.4,0,0.5,0.4
k-gowtham,Krishnappa Gowtham,India,1,0,0.4,0.7,0.4,0,0,0.4,0,0.4,0,1,0,1,0,0,0.4,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.5,1,0.3,0.3,0.4,0.4
sai-kishore,R Sai Kishore,India,1,0,0.2,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0.3,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0,0.3,1,0.4,0,0.5,0.5
shivam-dube,Shivam Dube,India,1,0,0.7,0.5,0.6,0,0,0.9,0,0.9,1,0,1,0,0,0.7,0.3,0.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,1,0.8,1,0.6,0.7
anuj-rawat,Anuj Rawat,India,1,0,0.6,0,0,1,1,0.3,0.3,0.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,1,0.4,0.4,0.2,0.4
akash-madhwal,Akash Madhwal,India,1,0,0,0.8,0,0,0,0,0,0,0,1,1,0,0,1,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.5,0,0.6,0.5
pavan-deshpande,Pavan Deshpande,India,1,0,0.3,0.7,0.3,0,0,0.3,0,0.3,0,1,0,1,0,0,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.5,0.2,0.2,0.3,0.3
kulwant-khejroliya,Kulwant Khejroliya,India,1,0,0,0.7,0,0,0,0,0,0,1,0,1,0,0,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,0.5,0.2,0,0.4,0.2
finn-allen,Finn Allen,New Zealand,0,1,0.8,0,0,0,1,0.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.3,1,0.7,0.9,0.3,0.6
rachin-ravindra,Rachin Ravindra,New Zealand,0,1,0.8,0.5,0.5,0,1,0.3,0.4,0.7,1,0,0,1,0,0,0.4,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.3,1,0.6,0.6,0.3,0.7
mitchell-santner,Mitchell Santner,New Zealand,0,1,0.4,0.7,0.5,0,0,0.3,0.4,0.4,1,0,0,1,0,0,0.4,0.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0.5,1,0.5,0.3,0.5,0.6
lockie-ferguson,Lockie Ferguson,New Zealand,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,1,0.6,0.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.6,0,0.5,1,0.6,0,0.6,0.6
ish-sodhi,Ish Sodhi,New Zealand,0,1,0.2,0.8,0,0,0,0,0,0,0,1,0,1,0,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,1,0.4,0.2,0.4,0.4
mohd-nabi,Mohammad Nabi,Afghanistan,0,1,0.5,0.8,0.6,0,0,0.3,0.4,0.5,0,1,0,1,0,0,0.5,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0.4,0.5,0.5
fazalhaq-farooqi,Fazalhaq Farooqi,Afghanistan,0,1,0,0.8,0,0,0,0,0,0,1,0,1,0,0,0.7,0.6,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.3,1,0.5,0,0.6,0.5
naveen-ul-haq,Naveen-ul-Haq,Afghanistan,0,1,0.2,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.3,1,0.5,0,0.5,0.5
gulbadin-naib,Gulbadin Naib,Afghanistan,0,1,0.5,0.6,0.5,0,0,0.4,0,0.5,0,1,1,0,0,0.4,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,1,0.3,0.3,0.3,0.3
mujeeb-ur-rahman,Mujeeb Ur Rahman,Afghanistan,0,1,0.2,0.9,0,0,0,0,0,0,0,1,0,1,0,0,0.5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0,0.5,1,0.6,0,0.5,0.6
sikandar-raza,Sikandar Raza,Zimbabwe,0,1,0.7,0.6,0.6,0,0.3,0.4,0.4,0.6,0,1,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,1,0.5,0.5,0.4,0.5
blessing-muzarabani,Blessing Muzarabani,Zimbabwe,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0,0.5,0.4
virat-singh,Virat Singh,India,1,0,0.6,0,0,0,0,0.6,0.2,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,1,0.4,0.5,0.2,0.4
tilak-varma,Tilak Varma,India,1,0,0.8,0,0,0,0,0.7,0.3,0.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,1,0.8,0.7,0.5,0.8
jitesh-sharma,Jitesh Sharma,India,1,0,0.6,0,0,1,0,0.8,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0,0.3,1,0.6,0.8,0.5,0.6
rinku-singh,Rinku Singh,India,1,0,0.7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.8,1,0.7,0.7
yashasvi-jaiswal,Yashasvi Jaiswal,India,1,0,1,0,0,0,1,0.2,0.4,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.7,0,0.3,1,1,0.9,0.5,0.9
dhruv-jurel,Dhruv Jurel,India,1,0,0.6,0,0,1,0,0.6,0.3,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0,0.2,1,0.5,0.4,0.3,0.5
riyan-parag,Riyan Parag,India,1,0,0.7,0.4,0.5,0,0,0.7,0.2,0.7,0,1,0,1,0,0,0.3,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,0,0.3,1,0.6,0.7,0.4,0.6
mohd-siraj,Mohammed Siraj,India,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7,0.6,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1,1,0.8,0,0.7,0.8
umesh-yadav,Umesh Yadav,India,1,0,0.2,1,0,0,0,0,0,0,0,1,1,0,0,0.8,0.5,0.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.7,0,1,0.5,0.6,0,0.6,0.6
piyush-chawla-csk,Piyush Chawla,India,1,0,0.3,1,0.2,0,0,0.2,0,0.3,0,1,0,1,0,0,0.3,0.7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,1,0,0,0.5,0.2,0.5,0.6
rishi-dhawan,Rishi Dhawan,India,1,0,0.4,0.7,0.5,0,0,0.4,0,0.4,0,1,1,0,0,0.4,0.4,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0.3,0.4,0.3
paul-valthaty,Paul Valthaty,India,1,0,0.7,0,0,0,1,0.3,0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,1,0,0,0.4,0.6,0.2,0.3
manan-vohra,Manan Vohra,India,1,0,0.6,0,0,0,1,0.2,0.3,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0,0.3,0.4,0.1,0.3
iqbal-abdulla,Iqbal Abdulla,India,1,0,0.2,0.7,0.2,0,0,0.2,0,0.2,1,0,0,1,0,0,0.3,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0.1,0.3,0.2
kolpak-van-wyk,Kruger van Wyk,New Zealand,0,1,0.7,0,0,1,0,0.5,0.3,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3
south-africa-duminy,JP Duminy,South Africa,0,1,0.7,0.5,0.5,0,0,0.5,0.4,0.5,1,0,0,1,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.4,0.3,0.6
imran-tahir,Imran Tahir,South Africa,0,1,0.2,1,0,0,0,0,0,0,0,1,0,1,0,0,0.3,0.8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7,0,0,0,0.7,0.2,0.5,0.7
chris-morris,Chris Morris,South Africa,0,1,0.5,0.8,0.6,0,0,0.6,0,0.6,0,1,1,0,0,1,0.4,0.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.7,0,0,0.5,0.6,0.5,0.7,0.6
david-miller-rr,David Miller,South Africa,0,1,0.7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.9,0,1,1,1,1,0.8,0.9
tabraiz-shamsi,Tabraiz Shamsi,South Africa,0,1,0.2,0.8,0,0,0,0,0,0,1,0,0,1,0,0,0.4,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0.3,1,0.5,0.2,0.4,0.5
nandre-burger,Nandre Burger,South Africa,0,1,0,0.8,0,0,0,0,0,0,1,0,1,0,0,0.5,0.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0,0.5,0.4
tom-curran,Tom Curran,England,0,1,0.4,0.7,0.4,0,0,0.4,0,0.4,0,1,1,0,0,0.5,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0.5,0.4,0.3,0.4,0.4
alex-hales,Alex Hales,England,0,1,0.8,0,0,0,1,0.2,0,0.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7,0,0.3,0.5,0.7,0.8,0.3,0.7
jason-roy,Jason Roy,England,0,1,0.8,0.2,0,0,1,0.2,0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0.5,0.5,0.7,0.8,0.3,0.7
phil-salt,Phil Salt,England,0,1,0.8,0,0,1,1,0.3,0,0.9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0,0.3,1,0.7,0.8,0.3,0.7
harry-brook,Harry Brook,England,0,1,0.8,0,0,0,0,0.6,0.3,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0,0.3,1,0.7,0.6,0.4,0.7
adam-lyth,Adam Lyth,England,0,1,0.6,0.2,0,0,0.5,0.2,0.5,0.3,1,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0.3,0.1,0.3
mohd-kaif,Mohammad Kaif,India,1,0,0.6,0.3,0.2,0,0,0.4,0.5,0.4,0,1,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.3,0.2,0.2,0.4
vinay-kumar,Vinay Kumar,India,1,0,0.2,0.8,0.2,0,0,0.2,0,0.2,0,1,0,0,1,0.5,0.6,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.3,0.1,0.4,0.3
mohit-ahlawat,Mohit Ahlawat,India,1,0,0.5,0,0,0,1,0.3,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.5,0.3,0.4,0.1,0.3
ashoke-dinda,Ashok Dinda,India,1,0,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,0,0.2,0,0.4,0.3
laxmipathy-balaji,Laxmipathy Balaji,India,1,0,0.2,0.8,0,0,0,0,0,0,0,1,0,0,1,0.5,0.7,0.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.4,0,0.4,0.4
fidel-edwards,Fidel Edwards,West Indies,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,0,0,0.3,0,0.4,0.3
ravi-rampaul,Ravi Rampaul,West Indies,0,1,0.2,0.8,0.1,0,0,0.2,0,0.2,0,1,0,0,1,0.5,0.6,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4,1,0,0,0.3,0.1,0.4,0.3
lendl-simmons,Lendl Simmons,West Indies,0,1,0.7,0.2,0.1,0,1,0.3,0.3,0.6,0,1,0,0.3,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0.5,0.5,0.2,0.5
chadwick-walton,Chadwick Walton,West Indies,0,1,0.5,0,0,1,0.5,0.3,0.2,0.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0.3,0.2,0.3
asela-gunaratne,Asela Gunaratne,Sri Lanka,0,1,0.6,0.5,0.5,0,0,0.5,0.3,0.6,0,1,0,0.5,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0.4,0.3,0.4
suranga-lakmal,Suranga Lakmal,Sri Lanka,0,1,0.2,0.8,0,0,0,0,0,0,0,1,0,0,1,0.5,0.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3,0,0.4,0.4
lahiru-kumara,Lahiru Kumara,Sri Lanka,0,1,0,0.8,0,0,0,0,0,0,0,1,1,0,0,0.6,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.4,0,0.5,0.4
minod-bhanuka,Bhanuka Rajapaksa,Sri Lanka,0,1,0.7,0,0,0,0,0.7,0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0,0.3,1,0.5,0.7,0.4,0.4
charith-asalanka,Charith Asalanka,Sri Lanka,0,1,0.7,0.3,0.3,0,0,0.6,0.3,0.6,1,0,0,0.4,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,1,0.5,0.5,0.4,0.5
kusal-perera,Kusal Perera,Sri Lanka,0,1,0.8,0,0,1,1,0.3,0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0.7,0.3,0.5
akila-dananjaya,Akila Dananjaya,Sri Lanka,0,1,0.2,0.8,0,0,0,0,0,0,0,1,0,1,0,0,0.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.3,0.5,0.4,0.2,0.4,0.4
shakib-al-hasan,Shakib Al Hasan,Bangladesh,0,1,0.6,0.8,0.7,0,0.3,0.4,0.4,0.5,1,0,0,1,0,0,0.4,0.7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7,0,0,0,0.5,0.4,0.5,0.5
mustafizur-rahman,Mustafizur Rahman,Bangladesh,0,1,0,0.8,0,0,0,0,0,0,1,0,0,0,1,0.5,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.5,0,0.5,0.5
tamim-iqbal,Tamim Iqbal,Bangladesh,0,1,0.8,0,0,0,1,0.2,0.6,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.3,0.2,0.5
mahmudullah,Mahmudullah,Bangladesh,0,1,0.7,0.5,0.5,0,0,0.6,0.4,0.5,0,1,0,0.5,0,0,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0.4,0.3,0.5
mashrafe-mortaza,Mashrafe Mortaza,Bangladesh,0,1,0.2,0.8,0.2,0,0,0.2,0,0.2,0,1,0,0,1,0.5,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.4,0,0.4,0.4
nicholas-pooran-lsg,Nicholas Pooran,West Indies,0,1,0.8,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,0,0.5,1,1,1,0.7,0.8
sam-billings,Sam Billings,England,0,1,0.7,0,0,1,0,0.6,0.2,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0.5,0.5,0.4,0.3,0.5
heinrich-klaasen,Heinrich Klaasen,South Africa,0,1,0.9,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8,0,0.5,1,1,1,0.7,0.9
